date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:37:35	24611/24611	---M-Z	200	added ('OK')	text/html	date:Mon,%2024%20Apr%202017%2019:44:57%20GMT	http://preview.oklerthemes.com/porto/5.7.2/demo-hotel-rooms-rates.html	C:/crmhome/as/preview.oklerthemes.com/porto/5.7.2/demo-hotel-rooms-rates.html	(from http://preview.oklerthemes.com/porto/5.7.2/demo-hotel.html)
21:37:35	162720/162720	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Apr%202017%2019:54:53%20GMT	http://preview.oklerthemes.com/porto/5.7.2/img/demos/construction/testimonials/testimonials-bg.jpg	C:/crmhome/as/preview.oklerthemes.com/porto/5.7.2/img/demos/construction/testimonials/testimonials-bg.jpg	(from http://preview.oklerthemes.com/porto/5.7.2/demo-construction.html)
21:37:35	18831/18831	---M-Z	200	added ('OK')	text/html	date:Mon,%2024%20Apr%202017%2019:44:57%20GMT	http://preview.oklerthemes.com/porto/5.7.2/demo-hotel-special-offers.html	C:/crmhome/as/preview.oklerthemes.com/porto/5.7.2/demo-hotel-special-offers.html	(from http://preview.oklerthemes.com/porto/5.7.2/demo-hotel.html)
21:37:36	19058/19058	---M-Z	200	added ('OK')	text/html	date:Mon,%2024%20Apr%202017%2019:44:57%20GMT	http://preview.oklerthemes.com/porto/5.7.2/demo-hotel-location.html	C:/crmhome/as/preview.oklerthemes.com/porto/5.7.2/demo-hotel-location.html	(from http://preview.oklerthemes.com/porto/5.7.2/demo-hotel.html)
21:37:37	114074/114074	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Apr%202017%2019:54:39%20GMT	http://preview.oklerthemes.com/porto/5.7.2/img/demos/construction/blog/blog-construction-2.jpg	C:/crmhome/as/preview.oklerthemes.com/porto/5.7.2/img/demos/construction/blog/blog-construction-2.jpg	(from http://preview.oklerthemes.com/porto/5.7.2/demo-construction.html)
21:37:38	25730/25730	---M-Z	200	added ('OK')	text/html	date:Mon,%2024%20Apr%202017%2019:44:57%20GMT	http://preview.oklerthemes.com/porto/5.7.2/demo-hotel-book.html	C:/crmhome/as/preview.oklerthemes.com/porto/5.7.2/demo-hotel-book.html	(from http://preview.oklerthemes.com/porto/5.7.2/demo-hotel.html)
21:37:48	139350/139350	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Apr%202017%2019:55:58%20GMT	http://preview.oklerthemes.com/porto/5.7.2/img/demos/hotel/slides/slide-hotel-1.jpg	C:/crmhome/as/preview.oklerthemes.com/porto/5.7.2/img/demos/hotel/slides/slide-hotel-1.jpg	(from http://preview.oklerthemes.com/porto/5.7.2/demo-hotel.html)
21:38:03	75025/75025	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Apr%202017%2019:55:53%20GMT	http://preview.oklerthemes.com/porto/5.7.2/img/demos/hotel/gallery/gallery-1.jpg	C:/crmhome/as/preview.oklerthemes.com/porto/5.7.2/img/demos/hotel/gallery/gallery-1.jpg	(from http://preview.oklerthemes.com/porto/5.7.2/demo-hotel.html)
21:38:09	192227/192227	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Apr%202017%2019:55:55%20GMT	http://preview.oklerthemes.com/porto/5.7.2/img/demos/hotel/slides/slide-hotel-2.jpg	C:/crmhome/as/preview.oklerthemes.com/porto/5.7.2/img/demos/hotel/slides/slide-hotel-2.jpg	(from http://preview.oklerthemes.com/porto/5.7.2/demo-hotel.html)
21:38:13	185748/185748	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Apr%202017%2019:55:57%20GMT	http://preview.oklerthemes.com/porto/5.7.2/img/demos/hotel/slides/slide-hotel-3.jpg	C:/crmhome/as/preview.oklerthemes.com/porto/5.7.2/img/demos/hotel/slides/slide-hotel-3.jpg	(from http://preview.oklerthemes.com/porto/5.7.2/demo-hotel.html)
21:38:14	64259/64259	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Apr%202017%2019:55:53%20GMT	http://preview.oklerthemes.com/porto/5.7.2/img/demos/hotel/gallery/gallery-2.jpg	C:/crmhome/as/preview.oklerthemes.com/porto/5.7.2/img/demos/hotel/gallery/gallery-2.jpg	(from http://preview.oklerthemes.com/porto/5.7.2/demo-hotel.html)
21:38:15	189113/189113	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Apr%202017%2019:52:51%20GMT	http://preview.oklerthemes.com/porto/5.7.2/img/demos/hotel/parallax-hotel.jpg	C:/crmhome/as/preview.oklerthemes.com/porto/5.7.2/img/demos/hotel/parallax-hotel.jpg	(from http://preview.oklerthemes.com/porto/5.7.2/demo-hotel.html)
21:38:15	3972/3972	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Apr%202017%2019:52:49%20GMT	http://preview.oklerthemes.com/porto/5.7.2/img/demos/hotel/play-icon.png	C:/crmhome/as/preview.oklerthemes.com/porto/5.7.2/img/demos/hotel/play-icon.png	(from http://preview.oklerthemes.com/porto/5.7.2/demo-hotel.html)
21:38:21	41173/41173	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Apr%202017%2019:52:49%20GMT	http://preview.oklerthemes.com/porto/5.7.2/img/demos/hotel/parallax-hotel-map.png	C:/crmhome/as/preview.oklerthemes.com/porto/5.7.2/img/demos/hotel/parallax-hotel-map.png	(from http://preview.oklerthemes.com/porto/5.7.2/demo-hotel.html)
21:38:25	12872/12872	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Apr%202017%2019:52:49%20GMT	http://preview.oklerthemes.com/porto/5.7.2/img/demos/hotel/logo-hotel-footer.png	C:/crmhome/as/preview.oklerthemes.com/porto/5.7.2/img/demos/hotel/logo-hotel-footer.png	(from http://preview.oklerthemes.com/porto/5.7.2/demo-hotel.html)
